ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
144,132,Kamala Devaraj,23,5,1,2,2
145,133,Chandrashekar Hiremath,26,5,1,1,1
146,134,Vinay Desai,35,2,1,3,1
147,135,Pushpa Rao,57,3,1,1,2
148,136,Shwetha Hiremath,28,10,1,1,2
149,137,Ganesh Patil,39,6,1,3,1
150,137,Sheela Kulkarni,22,5,1,2,2
151,138,Rekha Naik,45,1,1,1,2
152,139,Santosh Khan,49,3,1,3,1
153,140,Nagaveni Hiremath,51,3,1,1,2
154,141,Puttaswamy Urs,20,3,1,1,1
155,142,Rajesh Sheikh,35,5,1,1,1
156,143,Umesh Achar,32,2,1,5,1
157,144,Arjun Nayak,34,2,1,2,1
158,145,Sunita Hegde,47,9,1,4,2
159,146,Shobha D'Souza,43,7,1,2,2
160,146,Nirmala Reddy,50,9,2,3,2
161,147,Mary Devaraj,95,3,1,2,2
162,148,Nirmala Sheikh,50,5,1,4,2
163,149,Kiran Reddy,74,4,1,3,1
164,150,Pushpa Urs,40,3,1,2,2
165,151,Ashok Bhandari,20,1,1,3,1
166,152,Deepa Patil,27,5,1,4,2
167,152,Pushpa Bhandari,40,9,1,3,2
168,153,Sunita Poojary,52,5,1,1,2
169,154,Geetha Poojary,33,5,1,2,2
170,155,Vani Sheikh,19,3,2,5,2
171,156,Raghavendra Reddy,65,7,1,4,1
172,157,Ramesh Kulkarni,40,8,1,1,1
173,158,Anand Patil,27,7,1,1,1
174,159,Yusuf Kumar,36,2,1,2,1
175,160,Raghavendra D'Souza,56,7,1,3,1
176,161,Naveen Bhandari,60,7,2,5,1
177,162,Basavaraj Bhat,31,3,1,3,1
178,163,Halappa Kumar,42,9,3,2,1
179,164,Raghavendra Gowda,55,3,1,4,1
180,165,Karan Kamath,27,1,1,1,1
181,166,Lakshmi Desai,37,2,1,4,2
182,167,Xavier Sheikh,33,8,1,2,1
183,168,Rekha Shetty,54,1,1,5,2
184,169,John Fernandes,71,10,1,3,1
185,169,Mary Sheikh,54,4,1,5,2
186,170,Abdul Kamath,19,9,1,1,1
187,171,Manjula Gowda,16,2,1,2,2
188,172,Ayesha Sheikh,37,5,1,5,2
189,172,Chandrashekar Khan,22,6,1,2,1
190,173,Sowmya Naik,27,9,1,2,2
191,174,Naveen Jadhav,28,1,1,2,1
192,175,Sandeep Jadhav,44,5,1,1,1
193,176,Abdul Bhandari,19,5,1,1,1
194,177,Deepa Naik,50,2,1,2,2
195,178,Nagaveni Naik,14,5,1,1,2
196,179,Abdul Rao,33,5,1,5,1
197,180,Ravi Prabhu,27,1,1,3,1
198,181,Savitri Fernandes,46,10,1,3,2
199,182,Fathima Khan,36,4,1,6,2
200,183,Channabasappa D'Souza,68,2,1,1,1
201,184,Lakshmi Bhat,30,4,1,5,3
202,185,Chandrashekar Devaraj,31,5,1,6,1
203,186,Nandini Shetty,34,5,1,5,2
204,186,Lakshmi Bhat,59,8,1,5,2
205,187,Ratna Urs,55,8,2,3,2
206,188,Girish Hiremath,36,1,1,1,1
207,189,Harish Kamath,42,2,7,1,1
208,190,Bhagya Kamath,60,2,2,2,2
209,191,Chandrashekar Shetty,48,3,1,1,1
210,192,Halappa Iyer,33,6,4,6,1
211,193,Byrappa Naik,43,10,1,2,1
212,194,Lakshmi Nayak,34,4,1,1,2
213,195,Gopal Nayak,18,1,1,1,1
214,196,Kamala Setty,61,1,2,2,2
215,197,Bhagya Fernandes,44,3,7,2,2
216,198,Abdul Poojary,16,3,1,2,1
217,199,Nagaveni Jadhav,82,3,1,2,2
218,200,Manjula Khan,22,3,1,1,2
219,201,Abdul Setty,58,6,1,1,1
220,202,Channabasappa Pinto,88,7,1,3,1
221,203,Puttaswamy Patil,36,6,1,2,1
222,203,Geetha Devaraj,39,1,1,1,2
223,204,Ramesh Kumar,50,9,1,2,1
224,205,Yogesh Naidu,38,1,1,1,1
225,206,Lakshmi Achar,23,1,2,2,2
226,207,Deepak Desai,62,5,1,1,1
227,208,Nirmala Khan,43,6,1,3,2
228,208,Umesh Setty,93,3,1,5,1
229,209,Byrappa Hiremath,18,8,7,1,1
230,210,Sowmya Jadhav,48,1,1,3,2
231,211,Xavier Iyer,16,5,1,1,1
232,212,Nandini Patil,22,5,2,7,2
233,213,Bhagya Desai,65,7,1,6,2
234,214,Kavya Patil,32,10,1,3,2
235,215,Ayesha Kumar,38,3,1,1,2
236,216,John Patil,28,1,5,5,1
237,217,Vani Rao,46,8,1,6,2
238,218,Zainab D'Souza,12,3,1,2,2
239,219,Sunita Devaraj,49,3,1,1,2
240,220,Kamala Rao,52,4,1,5,2
241,221,Zainab Naik,62,2,1,1,2
242,222,Rajesh Urs,24,1,1,5,1
243,223,Ratna Desai,95,5,1,4,2
244,224,Naveen Pinto,39,2,1,1,1
245,225,Nagaveni Naidu,40,5,1,2,2
246,226,Shwetha Iyer,21,5,1,2,2
247,227,Manjula Kulkarni,30,8,1,2,2
248,228,Xavier Bhandari,30,1,1,2,1
249,229,Nagaveni Naidu,33,10,1,4,2
250,230,Ramesh Setty,31,4,1,1,1
251,231,Xavier D'Souza,28,5,1,7,1
252,232,Krishna Patil,31,5,2,3,1
253,233,Lokesh Patil,37,1,1,2,1
254,234,Puttaswamy Bhat,43,4,7,7,1
255,235,Imran Reddy,10,1,1,4,1
256,236,Anthony Bhat,35,6,1,1,1
257,237,Shobha Kulkarni,19,7,2,4,2
258,238,Santosh Reddy,53,6,1,2,1
259,239,Sunita Naidu,31,1,1,5,2
260,240,Shobha Prabhu,37,10,2,1,2
261,240,Fathima Desai,52,5,1,1,2
262,241,Pallavi Urs,47,1,1,7,2
263,242,Ashok Khan,88,1,1,3,1
264,243,Radha Bhandari,42,5,1,2,2
265,244,Deepa Nayak,69,5,2,5,2
266,245,Karan Jadhav,43,10,1,2,1
267,246,Anitha Reddy,48,3,1,6,2
268,247,Pushpa Khan,63,1,1,6,2
269,248,Pradeep Sheikh,38,6,2,5,1
270,249,Xavier Achar,49,5,1,3,1
271,250,Sunita Kamath,33,8,5,1,2
272,250,Sheela Shetty,81,3,1,2,2
273,251,Kavya Bhat,20,7,1,4,2
274,252,Harish Hegde,57,5,1,3,1
275,253,Manjula Sheikh,35,3,1,6,2
276,254,Byrappa Reddy,53,3,1,4,1
277,255,Vinay Kamath,69,4,1,2,1
278,256,Srinivas Poojary,22,3,1,6,1
279,257,Suresh Nayak,32,8,1,2,1
280,258,Srinivas Reddy,45,8,1,1,1
281,259,Kiran Rao,58,5,1,1,1
282,260,Abdul Prabhu,46,8,1,2,1
283,261,Nandini Jadhav,25,7,2,5,2
284,262,Prakash Pinto,53,7,1,3,1
285,262,Roopa Reddy,41,3,1,2,2
286,263,Ganesh Prabhu,34,1,2,1,1
287,264,Kamala Setty,35,4,1,5,2
288,265,Radha Kamath,75,3,1,2,2
289,266,Kiran Kumar,61,6,1,1,1
290,267,Nagaraj Achar,68,1,1,2,1
291,268,Shobha Rao,52,6,3,2,2
292,269,Kamala Reddy,44,3,1,2,2
293,270,Deepa Poojary,53,6,1,5,2
294,271,Lokesh Kumar,34,5,1,4,1
295,272,Byrappa Devaraj,17,2,1,3,1
296,273,Ratna Sheikh,16,2,2,3,2
297,274,Krishna Poojary,16,1,1,5,1
298,275,Zainab D'Souza,14,5,1,7,2
299,276,Deepa Naik,49,6,1,1,2
300,277,Muniraju Rao,72,10,1,1,1
301,278,Harish Bhandari,39,1,1,3,1
302,279,Puttaswamy Naidu,12,2,1,7,1
303,280,Kavya Setty,28,8,1,7,2
304,281,Sheela Urs,23,1,1,3,2
305,282,Shwetha Urs,65,2,1,3,2
306,283,Mahesh Sheikh,84,1,1,2,1
307,284,Ratna Shetty,42,7,1,6,2
308,285,Harish Setty,28,1,1,2,1
309,286,Shwetha Kumar,34,1,1,1,2
310,287,Lokesh Desai,49,9,1,1,1
311,288,Prakash Jadhav,74,2,3,1,1
312,289,Ratna Reddy,41,8,1,4,2
313,290,Halappa Hiremath,5,3,2,6,1
314,291,Vijay Desai,25,8,1,5,1
315,292,Shobha Urs,28,9,1,2,2
316,293,Jayashree Pinto,92,1,2,1,2
317,294,Kamala Fernandes,51,6,1,1,2
318,295,Pradeep Hegde,66,3,1,3,1
319,296,Mahesh Naik,38,7,7,2,1
320,297,Savitri Sheikh,45,3,1,1,2
321,298,Pushpa Poojary,31,1,1,1,2
322,299,Halappa Fernandes,39,5,1,2,1
323,300,Manoj Reddy,31,2,1,2,1
324,300,Byrappa Hiremath,17,1,2,1,1
325,301,Basavaraj Shetty,16,5,7,6,1
326,302,Joseph Prabhu,50,4,1,2,1
327,303,Pallavi Patil,15,1,1,2,2
328,304,Pradeep Devaraj,19,1,1,3,1
329,305,Kamala Khan,49,2,1,3,2
330,306,Dinesh Hiremath,30,7,1,1,1
331,307,Kiran Setty,30,2,1,5,1
332,308,Pushpa Jadhav,17,1,1,3,2
333,309,Ibrahim Poojary,16,1,1,3,1
334,310,Kiran Gowda,23,5,1,2,1
335,311,Basavaraj Bhandari,59,8,1,2,1
336,312,Manjunath Naik,54,3,7,3,1
337,313,Xavier Hegde,57,5,1,2,1
338,314,Vinay Patil,61,10,2,3,1
339,315,Vinay Naik,27,6,1,2,1
340,316,Anthony Pinto,52,1,1,3,1
341,317,Yashoda Hiremath,46,5,1,3,2
342,318,Ayesha Fernandes,26,2,1,2,2
343,319,Kamala Gowda,44,3,2,1,2
344,320,Shobha Rao,31,6,1,1,2
345,321,Bhagya Jadhav,36,2,1,2,2
346,322,Kamala Desai,53,9,1,3,2
347,323,Naveen Devaraj,28,8,1,1,1
348,324,Sunita Iyer,46,6,1,3,2
349,325,Ravi Hiremath,40,1,1,5,1
350,326,Zainab Setty,35,4,1,1,2
351,326,Anitha Pinto,39,6,1,2,2
352,327,Mary Naidu,40,1,2,7,2
353,328,Vijay Khan,10,1,1,5,1
354,328,Mary Reddy,57,7,1,1,2
355,329,Chandrashekar Bhat,47,7,1,1,1
356,330,Kiran Kulkarni,37,7,1,1,1
357,330,Yogesh Patil,49,2,2,2,1
358,331,Dinesh Reddy,47,10,1,2,1
359,332,Kavya Bhat,17,7,1,1,2
360,333,Geetha Iyer,37,8,1,1,2
361,334,Ibrahim Achar,23,1,1,7,1
362,335,Manoj Shetty,21,3,1,5,1
363,335,Dinesh Hegde,24,8,1,2,1
364,336,Ratna Khan,15,1,1,1,2
365,337,Pallavi Nayak,25,3,1,5,2
366,338,Vani Prabhu,15,6,1,2,2
367,339,Kamala Desai,28,1,1,1,2
368,340,Roopa Hiremath,42,7,1,1,2
369,341,Savitri Kamath,54,2,2,5,2
370,342,Nagaveni Sheikh,16,5,1,1,2
371,343,Lakshmi Patil,63,3,1,3,2
372,344,Roopa Urs,60,5,1,1,2
373,345,Nagaveni Kulkarni,30,2,1,1,2
374,346,Imran Hiremath,54,1,1,1,1
375,347,Yusuf Kamath,21,1,1,1,1
376,348,Pallavi D'Souza,40,1,1,1,2
377,349,Dinesh Rao,22,7,1,1,1
378,350,Abdul Patil,77,2,1,2,1
379,351,Rekha Sheikh,23,5,1,5,2
380,352,Rajesh Kumar,58,4,1,2,1
381,353,Roopa Iyer,27,3,5,3,2
382,354,John Hegde,18,1,1,3,1
383,355,Lokesh Reddy,40,1,1,2,1
384,356,Shwetha Rao,12,1,1,4,2
385,357,Harish Prabhu,61,5,4,1,1
386,358,Ravi Kumar,31,9,1,7,1
387,359,Ravi Setty,21,5,3,1,1
388,360,Harish Reddy,20,4,1,7,1
389,361,Manjunath Patil,69,1,1,5,1
390,362,Joseph Nayak,13,9,1,3,1
391,363,Vinay Sheikh,65,4,1,1,1
392,364,Pradeep Achar,46,5,1,2,1
393,365,Raghavendra Nayak,45,11,1,1,1
394,366,Puttaswamy Desai,80,4,3,1,1
395,367,Nirmala Naidu,42,2,2,5,2
396,368,Yashoda Kumar,48,7,1,3,2
397,369,Pushpa Achar,5,3,1,2,2
398,370,Geetha Reddy,45,5,7,3,2
399,371,Radha Khan,12,7,1,1,2
400,372,Pallavi Iyer,49,5,1,1,2
401,373,Raghavendra Kamath,20,7,1,3,1
402,374,Basavaraj Reddy,14,8,1,5,1
403,375,Byrappa Reddy,21,8,1,5,1
404,376,Deepa Bhandari,27,4,1,4,2
405,377,Karan Iyer,58,3,1,1,1
406,378,Shwetha Devaraj,48,3,1,4,2
407,379,Nagaveni Achar,26,7,7,1,2
408,380,Rekha Naik,41,2,1,1,2
409,381,Rajesh Rao,39,3,1,3,1
410,382,Rekha Poojary,26,3,1,7,2
411,383,Vinay Sheikh,25,2,1,1,1
412,384,Bhagya Jadhav,24,9,1,1,2
413,385,Nirmala Prabhu,25,10,1,2,2
414,386,Nagaraj Naidu,5,3,1,1,1
415,387,Ayesha Devaraj,21,2,1,3,2
416,388,Umesh Sheikh,36,2,1,3,1
417,389,Bhagya Patil,45,3,4,4,2
418,390,Joseph Rao,19,7,1,5,1
419,391,Shwetha Bhandari,32,1,1,1,2
420,392,Lokesh Reddy,22,5,1,5,1
421,393,Mary Kulkarni,18,4,1,5,2
422,394,Umesh Setty,28,5,1,4,1
423,395,Shwetha Pinto,46,10,1,3,2
424,396,Nagaveni Patil,20,2,3,5,2
425,396,Ganesh Achar,19,4,5,5,1
426,397,Jayashree Patil,30,1,1,2,2
427,398,Gopal Naidu,37,1,1,1,1
428,399,Ayesha Naidu,54,1,3,1,2
429,400,Prakash Nayak,58,2,1,2,1
430,401,Girish Poojary,14,2,1,3,1
431,402,Suresh Kulkarni,54,5,1,1,1
432,403,Salman D'Souza,51,6,7,3,1
433,404,Shivakumar Jadhav,45,5,1,1,1
434,404,Suresh Bhat,42,3,1,6,1
435,405,Bhagya Reddy,34,5,3,5,2
436,406,Sandeep Kumar,47,5,1,5,1
437,406,Pallavi Gowda,45,2,7,4,2
438,407,Nagaveni Kumar,34,7,1,6,2
439,408,Channabasappa Kulkarni,48,9,1,3,1
440,409,Ratna Fernandes,71,2,1,1,2
441,410,Sunita Patil,75,7,1,1,2
442,411,Suresh Rao,74,4,2,2,1
443,412,Pallavi Patil,35,2,1,1,2
444,413,Deepak Hegde,45,4,1,3,1
445,414,Yusuf Jadhav,38,10,1,2,1
446,415,Nandini Reddy,49,4,2,2,2
447,416,Geetha Urs,13,1,1,7,2
448,417,Jayashree Naidu,37,1,2,1,2
449,418,Lokesh Naik,48,1,2,3,1
450,419,Dinesh Achar,74,3,3,3,1
451,420,Suresh Bhat,46,11,1,2,1
452,421,Santosh Hegde,47,6,1,6,1
453,422,Ramesh Naidu,37,3,1,2,1
454,423,Channabasappa Bhat,28,1,1,1,1
455,424,Suresh Poojary,8,3,1,2,1
456,425,Nirmala Reddy,17,2,1,1,2
457,426,Muniraju Nayak,11,1,1,4,1
458,427,Sheela Pinto,47,2,1,5,2
459,427,Byrappa Patil,91,6,1,2,1
460,428,Roopa Prabhu,27,1,2,2,2
461,429,Bhagya Shetty,15,3,1,1,2
462,430,Savitri Prabhu,49,6,1,2,2
463,431,Dinesh Rao,24,1,1,2,1
464,432,Mahesh Fernandes,22,1,6,7,1
465,433,Arjun Jadhav,21,2,1,3,1
466,434,Prakash Reddy,34,3,7,3,1
467,435,Arjun Bhat,67,5,1,1,1
468,436,Mary Poojary,36,2,4,2,2
469,437,Kiran Kumar,21,3,2,3,1
470,438,Lokesh Bhandari,36,3,1,5,1
471,439,Sheela Iyer,48,8,2,5,2
472,440,Kavya Kumar,18,10,1,5,2
473,441,Ramesh Shetty,16,3,1,1,1
474,442,Manoj Devaraj,45,4,1,2,1
475,443,Pallavi Kulkarni,79,6,1,3,2
476,444,Deepa Setty,33,6,1,1,2
477,444,Anand Shetty,21,3,1,1,1
478,445,Manjula Jadhav,41,10,1,2,2
479,445,Shwetha Naidu,5,1,1,2,2
480,446,Harish Devaraj,58,1,1,1,1
481,447,Abdul Rao,43,8,2,1,1
482,448,Ramesh Desai,52,1,1,6,1
483,449,Bhagya Hiremath,63,10,1,3,2
484,449,Mary Nayak,17,1,1,3,2
485,450,Shwetha Poojary,35,3,2,1,2
486,451,Zainab Sheikh,80,3,1,1,2
487,452,Kamala Fernandes,67,1,1,2,2
488,453,Sunita Bhandari,61,3,2,3,2
489,454,Anitha Khan,19,3,1,2,2
490,455,Lakshmi Setty,46,8,2,4,2
491,455,Pallavi Pinto,20,1,1,2,2
492,456,Channabasappa Prabhu,46,7,1,3,1
493,457,Pushpa Fernandes,47,2,1,1,2
494,458,Bhagya Poojary,21,3,7,2,2
495,459,Rajesh Urs,53,1,1,6,1
496,459,Nirmala Reddy,43,4,1,3,2
497,460,Sheela Kulkarni,61,6,1,3,2
498,461,Radha Sheikh,31,1,1,2,2
499,462,Lakshmi Devaraj,11,1,1,2,2
500,463,Halappa Rao,24,5,1,2,1
501,464,Shobha Kamath,18,5,1,3,2
502,464,Savitri Setty,24,7,7,5,2
503,465,Ganesh Kumar,14,1,1,1,1
504,466,Sunita Patil,30,3,2,2,2
505,467,Sandeep Desai,64,6,1,6,1
506,468,Deepa Kamath,30,10,1,2,2
507,469,Abdul D'Souza,27,7,1,6,1
508,470,Lokesh Devaraj,15,2,1,2,1
509,471,Ashok Achar,64,6,7,2,1
510,472,Ratna Khan,59,3,2,6,2
511,473,Umesh D'Souza,33,1,1,2,1
512,474,Ratna Gowda,24,3,1,3,2
513,475,Vijay Hegde,24,1,1,3,1
514,476,Umesh Naik,23,2,1,1,1
515,477,Vani Gowda,43,8,2,5,2
516,478,Girish Nayak,64,2,7,3,1
517,479,Ramesh Naidu,39,1,1,6,1
518,480,Girish Achar,42,5,7,2,1
519,481,Deepak Shetty,38,1,7,5,1
520,482,Imran Setty,34,1,7,7,1
521,483,Mary Urs,74,1,1,1,2
522,484,Shivakumar Devaraj,62,5,1,2,1
523,485,Shwetha Kumar,13,3,1,1,2
524,486,Ibrahim Urs,42,2,1,1,1
525,487,Lokesh Bhandari,16,5,1,2,1
526,488,Pushpa Jadhav,37,2,1,1,2
527,489,Sunita Kulkarni,35,9,1,1,2
528,490,Shobha Kamath,29,8,5,2,2
529,491,Karan Iyer,38,6,1,1,1
530,491,Dinesh Achar,20,1,1,1,1
531,492,Roopa Kumar,42,7,1,6,2
532,493,Bhagya Devaraj,17,5,2,2,2
533,494,Manoj Rao,37,5,1,3,1
534,495,Lokesh Naidu,36,5,1,1,1
535,496,Deepa Hiremath,18,5,1,4,2
536,496,Srinivas Shetty,66,3,1,1,1
537,497,Byrappa Pinto,28,2,1,5,1
538,498,Manjula Shetty,39,4,2,5,2
539,499,Byrappa Hegde,28,6,7,2,1
540,500,Abdul Reddy,32,3,1,3,1
541,501,Channabasappa Prabhu,21,9,1,7,1
542,502,Raghavendra Desai,84,10,2,2,1
543,503,Imran Shetty,59,5,2,3,1
544,504,Vani D'Souza,37,7,7,3,2
545,505,Pradeep Rao,38,6,1,1,1
546,506,Krishna Iyer,34,1,1,2,1
547,507,Sunita Naidu,35,8,1,4,2
548,508,Sunita Naik,88,4,2,4,2
549,509,Manjula Jadhav,26,8,7,2,2
550,510,John Urs,20,1,1,2,1
551,511,Sowmya Fernandes,38,4,2,1,2
552,512,Lakshmi Achar,22,6,2,1,2
553,513,Dinesh Rao,14,6,1,3,1
554,514,Kavya Hegde,48,3,2,1,2
555,515,Nagaveni Reddy,19,6,1,5,2
556,516,Mary Fernandes,37,3,1,7,2
557,517,Ayesha Prabhu,42,2,1,7,2
558,518,Nirmala Sheikh,48,2,1,3,2
559,519,Mahesh Bhandari,42,3,1,5,1
560,520,Channabasappa Devaraj,42,2,7,3,1
561,521,Muniraju Hegde,36,2,1,3,1
562,522,Savitri Naik,80,2,1,3,2
563,523,Manoj Desai,19,2,1,2,1
564,524,Prakash Kumar,37,9,1,2,1
565,525,Krishna Prabhu,33,3,1,2,1
566,525,Yashoda D'Souza,23,1,1,5,2
567,526,Krishna Sheikh,17,2,7,6,1
568,527,Ashok Prabhu,27,1,1,4,1
569,528,Sandeep Pinto,43,4,2,6,1
570,529,Ravi Bhat,21,7,1,1,1
571,530,Shwetha Desai,21,2,1,3,2
572,531,Radha Bhat,41,2,1,1,2
573,532,Nirmala Iyer,62,2,1,4,2
574,533,Yashoda Nayak,54,3,2,3,2
575,534,Ravi Bhandari,42,4,7,1,1
576,535,Ibrahim Khan,29,8,1,1,1
577,536,Yashoda Kumar,56,5,1,1,2
578,537,Jayashree Patil,65,1,1,2,2
579,538,Mary Urs,15,1,1,2,2
580,539,Sunita Jadhav,37,1,1,3,2
581,540,Savitri Naidu,34,3,2,3,2
582,541,Chandrashekar Pinto,50,6,1,3,1
583,542,Yogesh Reddy,20,6,1,6,1
584,543,Nagaveni Kamath,6,3,2,5,2
585,544,Salman Hiremath,56,4,1,1,1
586,545,Ibrahim Nayak,27,1,1,1,1
587,546,Manjunath Kulkarni,41,8,1,2,1
588,547,Bhagya Fernandes,48,1,1,1,2
589,548,Vani Pinto,41,6,1,2,2
590,549,Lokesh Kumar,17,4,1,3,1
